	lvl_1	lvl_2	lvl_3	lvl_4	lvl_5	lvl_6	lvl_7	lvl_8	lvl_9	lvl_10	lvl_11	lvl_12	lvl_13	lvl_14	lvl_15	lvl_16
0.33599	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.33699	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.33799	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.33899	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.33999	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.34099	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.34199	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.34299	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.34399	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.34499	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.34599	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.34699	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.34799	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.34899	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.34999	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.35099	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.35199	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.35299	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.35399	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.35499	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.35599	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.35699	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.35799	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.35899	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.35999	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.36099	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.36199	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.36299	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.36399	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.36499	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.36599	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.36699	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.36799	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.36899	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.36999	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.37099	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.37199	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.37299	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.37399	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.37499	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.37599	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.37699	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.37799	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.37899	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.37999	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.38099	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.38199	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.38299	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.38399	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.38499	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.38599	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.38699	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.38799	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.38899	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.38999	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.39099	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.39199	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.39299	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.39399	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.39499	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.39599	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.39699	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.39799	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.39899	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.39999	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.40099	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
0.40199	8	7	6	5	4	3	2	1	16	15	14	13	12	11	10	9
